longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,209112.02,<1H OCEAN
-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,201804.0,<1H OCEAN
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,105802.0,INLAND
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,322510.01,<1H OCEAN
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,65360.0,INLAND
-117.12,32.59,28.0,2793.0,706.0,1825.0,676.0,2.6724,151251.0,NEAR OCEAN
-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,471006.55,NEAR BAY
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,153441.0,INLAND
-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,9.9025,500001.0,NEAR BAY
-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,233290.33,INLAND
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,136719.0,INLAND
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,103376.0,INLAND
-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,125124.0,NEAR OCEAN
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,121324.0,<1H OCEAN
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,69986.0,INLAND
-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,267731.05,NEAR OCEAN
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,136372.0,<1H OCEAN
-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558,257749.01,<1H OCEAN
-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,174308.0,<1H OCEAN
-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,144815.0,INLAND
-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2.4659,104697.0,NEAR BAY
-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,275408.01,NEAR BAY
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,349255.19,NEAR OCEAN
-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,350075.01,NEAR BAY
-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,199674.0,<1H OCEAN
-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,147790.0,INLAND
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0,<1H OCEAN
-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,272101.0,<1H OCEAN
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,285251.09,<1H OCEAN
-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,277756.05,<1H OCEAN
-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,217697.0,INLAND
-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,288567.01,<1H OCEAN
-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,70886.0,INLAND
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,191813.01,<1H OCEAN
-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,94939.0,INLAND
-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,48856.0,INLAND
-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,79829.0,INLAND
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,373188.12,NEAR OCEAN
-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,154569.0,<1H OCEAN
-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,54917.0,INLAND
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,177764.0,NEAR BAY
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,98412.0,INLAND
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,115690.0,INLAND
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,282330.0,<1H OCEAN
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,466205.5,NEAR BAY
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,265662.09,<1H OCEAN
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,197956.0,<1H OCEAN
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,136886.0,<1H OCEAN
-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,93586.0,INLAND
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,440327.36,<1H OCEAN
-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,152929.0,<1H OCEAN
-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,323359.0,<1H OCEAN
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,169811.0,<1H OCEAN
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,240806.07,NEAR OCEAN
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,284537.0,NEAR OCEAN
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,483801.83,<1H OCEAN
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,241269.02,<1H OCEAN
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,109582.0,INLAND
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,97197.0,INLAND
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,194647.0,<1H OCEAN
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,444454.32,NEAR OCEAN
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,209166.0,NEAR BAY
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,95908.0,INLAND
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,327547.04,<1H OCEAN
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,192247.0,NEAR BAY
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,393606.53,INLAND
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,149021.0,INLAND
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,365014.04,NEAR OCEAN
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,197000.0,<1H OCEAN
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,138152.0,<1H OCEAN
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,303920.05,<1H OCEAN
-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,295884.04,<1H OCEAN
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,427064.26,NEAR OCEAN
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,165665.0,NEAR BAY
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,318816.02,<1H OCEAN
-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,63173.0,INLAND
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,271537.0,<1H OCEAN
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,154905.0,NEAR BAY
-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,219743.0,<1H OCEAN
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,201077.0,<1H OCEAN
-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,277464.0,NEAR OCEAN
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,147307.0,INLAND
-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,192682.04,<1H OCEAN
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,147397.0,INLAND
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,224996.0,<1H OCEAN
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,304595.0,<1H OCEAN
-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,305851.03,NEAR BAY
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,228570.0,<1H OCEAN
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,161413.03,<1H OCEAN
-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,201954.0,<1H OCEAN
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,198798.0,<1H OCEAN
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,268544.0,INLAND
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,390109.2,<1H OCEAN
-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,215757.0,<1H OCEAN
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,253320.0,NEAR OCEAN
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,180348.0,INLAND
-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,197281.0,<1H OCEAN
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,167303.0,INLAND
-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,268101.0,<1H OCEAN
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,460853.42,<1H OCEAN
-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,104144.0,INLAND
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,88130.0,INLAND
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,110871.98,INLAND
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,83655.0,INLAND
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,379994.32,NEAR BAY
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,174912.0,<1H OCEAN
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,175759.0,<1H OCEAN
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,167819.0,<1H OCEAN
-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,215330.01,<1H OCEAN
-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,233941.01,<1H OCEAN
-122.09,37.35,30.0,1502.0,186.0,501.0,180.0,10.0259,500001.0,NEAR BAY
-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,51156.0,INLAND
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,120860.0,INLAND
-118.41,34.24,38.0,490.0,101.0,402.0,100.0,3.125,245188.04,<1H OCEAN
-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783,167832.0,<1H OCEAN
-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123,208983.0,<1H OCEAN
-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,317612.0,NEAR OCEAN
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,273013.07,NEAR OCEAN
-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,254542.04,NEAR BAY
-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,359846.06,NEAR BAY
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,93500.0,<1H OCEAN
-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,155144.0,<1H OCEAN
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,101035.0,INLAND
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,123358.0,INLAND
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,125338.0,NEAR BAY
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,165858.0,INLAND
-122.47,37.79,52.0,2383.0,477.0,990.0,464.0,3.9688,474193.65,NEAR BAY
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,178613.01,NEAR BAY
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,386235.01,NEAR OCEAN
-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,324535.18,<1H OCEAN
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,199208.0,<1H OCEAN
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,219812.03,<1H OCEAN
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,110308.0,INLAND
-121.82,37.26,10.0,3030.0,574.0,1623.0,589.0,5.1356,259582.0,<1H OCEAN
-121.24,38.78,18.0,549.0,143.0,249.0,136.0,0.8691,100663.0,INLAND
-122.42,37.77,52.0,1925.0,568.0,867.0,515.0,2.879,326995.02,NEAR BAY
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,173887.0,NEAR BAY
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,241008.01,NEAR OCEAN
-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409,236489.0,<1H OCEAN
-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,2.3417,329288.02,<1H OCEAN
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,102890.0,INLAND
-117.94,33.81,25.0,1731.0,482.0,1127.0,455.0,3.256,194282.0,<1H OCEAN
-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,150699.0,<1H OCEAN
-122.33,40.6,5.0,6383.0,1206.0,2965.0,1141.0,3.8103,128371.0,INLAND
-121.42,38.53,37.0,1958.0,367.0,1171.0,366.0,2.8298,91571.0,INLAND
-118.19,33.83,30.0,2246.0,552.0,1032.0,548.0,3.5871,264506.05,NEAR OCEAN
-122.69,38.27,32.0,2344.0,434.0,1066.0,384.0,4.0313,256707.0,<1H OCEAN
-118.3,34.02,42.0,2386.0,670.0,2327.0,661.0,1.6699,125642.0,<1H OCEAN
-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4.5094,259770.01,<1H OCEAN
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,200484.0,<1H OCEAN
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,143249.0,NEAR BAY
-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,218661.02,<1H OCEAN
-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528,364062.07,<1H OCEAN
-121.27,38.75,21.0,4812.0,1117.0,1985.0,1045.0,2.5083,139934.0,INLAND
-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2.1602,80250.0,INLAND
-117.11,32.73,27.0,3160.0,627.0,1628.0,612.0,3.8864,139226.0,NEAR OCEAN
-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962,133021.0,<1H OCEAN
-120.41,36.77,24.0,1335.0,312.0,1180.0,267.0,1.947,59231.0,INLAND
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,287021.0,INLAND
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,224634.0,<1H OCEAN
-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,183451.0,NEAR OCEAN
-120.19,36.61,29.0,1479.0,338.0,1408.0,322.0,2.293,69110.0,INLAND
-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391,284739.0,NEAR BAY
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,485184.25,<1H OCEAN
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,388179.13,NEAR BAY
-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,231542.0,<1H OCEAN
-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135,313243.0,NEAR BAY
-118.06,34.12,34.0,2941.0,558.0,1660.0,576.0,4.5667,270388.0,INLAND
-122.08,37.04,34.0,2800.0,577.0,1353.0,512.0,4.1161,241230.02,NEAR OCEAN
-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,300662.05,<1H OCEAN
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,130458.0,INLAND
-121.1,39.15,10.0,680.0,143.0,354.0,140.0,4.0333,161412.0,INLAND
-118.32,33.83,19.0,3792.0,790.0,2105.0,834.0,5.2363,319439.01,<1H OCEAN
-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,212213.08,<1H OCEAN
-119.71,36.8,25.0,875.0,156.0,646.0,166.0,3.0,85173.0,INLAND
-121.92,37.31,13.0,6035.0,1551.0,2946.0,1481.0,4.0524,254870.0,<1H OCEAN
-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,121268.0,INLAND
-121.82,39.75,37.0,2236.0,372.0,974.0,379.0,3.2016,100376.0,INLAND
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713,325604.06,<1H OCEAN
-118.34,33.99,47.0,1107.0,199.0,437.0,178.0,3.7344,182103.0,<1H OCEAN
-121.24,37.98,33.0,450.0,123.0,236.0,103.0,1.1964,75845.0,INLAND
-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,190917.0,NEAR BAY
-122.01,37.38,32.0,726.0,204.0,538.0,203.0,4.505,243571.0,<1H OCEAN
-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,267225.01,<1H OCEAN
-120.88,38.16,8.0,2029.0,387.0,1000.0,364.0,4.0109,143017.0,INLAND
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,325233.0,<1H OCEAN
-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,239086.0,<1H OCEAN
-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,260930.01,<1H OCEAN
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,453481.49,<1H OCEAN
-122.06,37.39,26.0,18.0,4.0,8.0,4.0,3.75,197534.04,NEAR BAY
-122.3,37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,164081.0,NEAR BAY
-121.81,39.71,18.0,1222.0,250.0,708.0,281.0,2.0288,79471.0,INLAND
-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349,330217.07,<1H OCEAN
-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,126331.0,INLAND
-121.68,36.67,26.0,5745.0,1017.0,2780.0,996.0,5.0,250006.0,<1H OCEAN
-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,196072.0,<1H OCEAN
-117.15,34.83,30.0,5370.0,1062.0,2778.0,944.0,3.099,85646.0,INLAND
-121.89,37.35,47.0,2879.0,631.0,2229.0,606.0,3.2599,200384.0,<1H OCEAN
-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,110701.0,<1H OCEAN
-122.23,37.82,52.0,3242.0,366.0,1001.0,352.0,12.2138,500001.0,NEAR BAY
-120.83,37.07,16.0,3736.0,761.0,1942.0,730.0,2.5598,108862.0,INLAND
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,281071.0,INLAND
-118.21,34.09,37.0,1822.0,498.0,1961.0,506.0,1.9881,152704.0,<1H OCEAN
-117.88,33.79,32.0,1484.0,295.0,928.0,295.0,5.1418,207152.0,<1H OCEAN
-120.98,39.93,25.0,2220.0,511.0,912.0,449.0,1.8914,71073.0,INLAND
-115.57,32.79,34.0,1152.0,208.0,621.0,208.0,3.6042,95534.02,INLAND
-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,158562.0,INLAND
-120.04,39.24,30.0,2369.0,469.0,510.0,213.0,2.65,126235.0,INLAND
-122.29,37.54,43.0,2268.0,438.0,1151.0,449.0,4.9091,331760.06,NEAR OCEAN
-118.28,33.92,37.0,742.0,151.0,729.0,144.0,3.055,124306.0,<1H OCEAN
-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,118664.0,INLAND
-119.38,36.56,25.0,1180.0,222.0,611.0,212.0,2.0729,71252.99,INLAND
-120.99,37.68,30.0,1975.0,375.0,732.0,326.0,2.6932,122196.0,INLAND
-121.75,37.68,35.0,1755.0,299.0,702.0,263.0,5.2443,197261.0,INLAND
-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,51802.99,INLAND
-117.07,32.67,28.0,2758.0,623.0,2179.0,631.0,2.3814,117670.0,NEAR OCEAN
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,125008.0,<1H OCEAN
-117.2,34.14,18.0,1920.0,333.0,890.0,323.0,5.159,146319.0,INLAND
-119.32,36.25,21.0,1231.0,,609.0,206.0,2.8365,77286.0,INLAND
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,110780.0,INLAND
-114.56,33.69,17.0,720.0,174.0,333.0,117.0,1.6509,59849.0,INLAND
-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824,297300.04,<1H OCEAN
-121.75,36.93,24.0,4026.0,881.0,2264.0,863.0,3.1327,196027.0,<1H OCEAN
-118.18,33.83,44.0,1497.0,277.0,542.0,274.0,5.0052,312894.03,NEAR OCEAN
-118.16,34.03,41.0,1377.0,293.0,1142.0,272.0,3.1724,163283.0,<1H OCEAN
-118.65,34.27,23.0,1724.0,265.0,934.0,306.0,6.0783,252155.0,<1H OCEAN
-118.29,34.11,49.0,2850.0,379.0,1113.0,380.0,12.9591,500001.0,<1H OCEAN
-117.3,34.05,7.0,4672.0,1121.0,2534.0,1046.0,3.4228,117812.0,INLAND
-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,4.1071,163515.0,INLAND
-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,5.322,277584.01,<1H OCEAN
-118.35,34.01,35.0,3776.0,,1583.0,749.0,3.5486,276559.0,<1H OCEAN
-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,85983.0,NEAR OCEAN
-118.34,34.03,48.0,1426.0,331.0,784.0,356.0,1.6581,142596.0,<1H OCEAN
-121.9,37.28,34.0,4613.0,749.0,2050.0,725.0,5.3922,288265.01,<1H OCEAN
-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643,231171.0,<1H OCEAN
-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879,136116.0,<1H OCEAN
-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,179035.0,<1H OCEAN
-122.07,38.26,15.0,1173.0,146.0,450.0,154.0,6.0487,207805.0,INLAND
-121.95,38.43,19.0,3011.0,551.0,1665.0,535.0,5.1534,176813.01,INLAND
-123.2,39.16,14.0,1908.0,484.0,1195.0,467.0,1.7929,110331.0,<1H OCEAN
-117.92,33.85,38.0,2082.0,532.0,1592.0,510.0,2.3704,177471.0,<1H OCEAN
-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,97320.0,INLAND
-121.76,38.25,32.0,1495.0,333.0,905.0,281.0,2.625,93440.0,INLAND
-122.02,37.34,26.0,1992.0,328.0,980.0,342.0,6.2475,315413.02,<1H OCEAN
-119.81,36.81,33.0,3972.0,594.0,1324.0,561.0,5.4513,193940.01,INLAND
-122.49,37.76,49.0,1724.0,295.0,795.0,297.0,4.3977,337697.02,NEAR BAY
-118.11,33.83,36.0,1726.0,287.0,820.0,288.0,5.5767,252715.0,<1H OCEAN
-122.95,39.13,17.0,380.0,69.0,225.0,72.0,3.25,132762.0,INLAND
-121.37,38.39,15.0,1883.0,254.0,893.0,256.0,6.2575,215138.0,INLAND
-118.18,34.08,31.0,1318.0,311.0,1164.0,289.0,2.9939,164746.0,<1H OCEAN
-118.42,34.16,17.0,277.0,70.0,119.0,59.0,4.0208,312064.05,<1H OCEAN
-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1.3169,202401.01,<1H OCEAN
-122.5,37.79,52.0,8.0,1.0,13.0,1.0,15.0001,390814.56,NEAR BAY
-116.29,33.74,6.0,12991.0,2555.0,4571.0,1926.0,4.7195,217599.0,INLAND
-122.33,37.58,27.0,5144.0,1481.0,2518.0,1447.0,3.4836,347173.2,NEAR OCEAN
-118.36,34.05,50.0,3518.0,812.0,1724.0,758.0,3.0833,299025.05,<1H OCEAN
-117.75,34.06,52.0,24.0,6.0,46.0,7.0,1.625,198362.01,INLAND
-122.2,37.43,38.0,3626.0,528.0,1350.0,532.0,7.3681,467842.38,NEAR OCEAN
-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,154065.0,INLAND
-118.26,33.92,40.0,1076.0,244.0,705.0,255.0,1.7986,96904.0,<1H OCEAN
-117.36,33.17,24.0,2046.0,442.0,812.0,367.0,2.3182,230438.0,NEAR OCEAN
-122.43,37.75,52.0,2700.0,595.0,1181.0,575.0,3.575,358468.0,NEAR BAY
-121.63,39.75,37.0,1296.0,296.0,569.0,257.0,1.8616,73203.0,INLAND
-117.15,32.81,34.0,1629.0,318.0,900.0,282.0,3.1458,195927.04,NEAR OCEAN
-117.67,34.03,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,166156.0,INLAND
-117.32,33.99,27.0,5464.0,850.0,2400.0,836.0,4.711,147196.0,INLAND
-118.32,34.09,30.0,1871.0,766.0,2595.0,819.0,2.0044,220050.0,<1H OCEAN
-118.43,34.22,36.0,1372.0,295.0,774.0,306.0,3.6618,197090.0,<1H OCEAN
-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,289908.02,NEAR OCEAN
-118.22,33.93,39.0,1921.0,483.0,2286.0,470.0,3.0167,136845.0,<1H OCEAN
-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563,258309.01,<1H OCEAN
-118.09,33.8,36.0,1724.0,322.0,838.0,328.0,4.4831,217520.0,<1H OCEAN
-118.06,33.83,21.0,3941.0,655.0,1897.0,670.0,4.88,211621.0,<1H OCEAN
-122.13,37.68,44.0,2147.0,399.0,1175.0,401.0,4.1974,218020.02,NEAR BAY
-122.29,37.92,35.0,583.0,88.0,235.0,84.0,5.943,334832.07,NEAR BAY
-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,112597.0,INLAND
-117.3,33.85,15.0,3991.0,751.0,2317.0,657.0,2.9542,114325.0,INLAND
-118.45,34.25,21.0,2143.0,565.0,1803.0,497.0,3.9833,186973.0,<1H OCEAN
-117.07,32.81,15.0,2000.0,402.0,778.0,369.0,4.3594,167384.0,<1H OCEAN
-117.96,33.75,25.0,1323.0,208.0,852.0,229.0,4.6167,204339.0,<1H OCEAN
-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,317900.14,NEAR BAY
-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,244835.0,NEAR OCEAN
-117.86,33.74,32.0,691.0,151.0,926.0,148.0,4.125,167406.0,<1H OCEAN
-118.34,34.0,49.0,2465.0,372.0,1018.0,359.0,4.0,199906.02,<1H OCEAN
-117.08,32.58,22.0,2128.0,477.0,1420.0,450.0,3.2687,129351.0,NEAR OCEAN
-117.99,33.74,26.0,4065.0,741.0,1960.0,739.0,4.506,206629.0,<1H OCEAN
-120.27,38.31,13.0,3297.0,662.0,267.0,97.0,3.075,129191.0,INLAND
-121.24,39.37,16.0,2785.0,616.0,1387.0,530.0,2.3886,87085.0,INLAND
-122.22,37.48,47.0,2570.0,783.0,3107.0,724.0,2.8058,226516.0,NEAR OCEAN
